year_of_info,registration_number,state_medical_council,name,father_or_husband_name,qualification_1,qualification_1_year,university_name,qualification_2,qualification_2_year,email,date_of_birth,date_of_registration,age,experience_years
2007,47839,Andhra Pradesh Medical Council,Victor Gaba,Unni Oza,MBBS,1987,SVIMS Tirupati,,,hiteshgokhale@example.org,31-01-1995,11-03-2024,30,39
2000,86882,Andhra Pradesh Medical Council,Ladli Patel,Riya Bhandari,MBBS,1985,SVIMS Tirupati,MS (Ortho),2023,abhimanyubaria@example.com,17-04-1996,08-12-2024,29,41
2017,94494,Andhra Pradesh Medical Council,Janani Walla,Henry Gara,MBBS,1998,NTR University of Health Sciences,MD (Pediatrics),2010,aryan37@example.net,05-09-1991,22-10-2015,34,28
2020,78861,Andhra Pradesh Medical Council,Manbir Dave,Owen Devi,MBBS,2002,NTR University of Health Sciences,MS (Ortho),2015,kdeol@example.com,18-02-1984,08-07-2017,41,24
2009,62240,Andhra Pradesh Medical Council,Ishaan Bhatt,Aryan Jaggi,MBBS,1991,SVIMS Tirupati,,,meghamammen@example.com,26-11-1987,26-01-2013,38,35
2023,65284,Andhra Pradesh Medical Council,Neha Mutti,Idika Krishnan,MBBS,2007,NTR University of Health Sciences,MD (Gen. Med.),2023,yashvimital@example.org,24-11-1976,25-10-2025,49,19
2021,56844,Andhra Pradesh Medical Council,Gaurav Bhagat,Warhi Atwal,MBBS,2004,NTR University of Health Sciences,MS (Ortho),2011,raohenry@example.org,10-04-1975,11-11-2025,50,22
2018,51187,Andhra Pradesh Medical Council,Isaiah Srinivas,Ekaja Gera,MBBS,2001,SVIMS Tirupati,MD (Pediatrics),2005,hegdezansi@example.org,18-07-1984,04-10-2007,41,25
2009,88732,Andhra Pradesh Medical Council,Nisha Mangat,Bachittar Walia,MBBS,1989,U.Mysore,MD (Pediatrics),2002,divanomisha@example.net,28-05-1996,14-08-2025,29,37
2004,44782,Andhra Pradesh Medical Council,Krishna Din,Rayaan Balakrishnan,MBBS,1987,SVIMS Tirupati,,,chaaya47@example.net,19-12-1976,13-04-2020,49,39
2017,80163,Andhra Pradesh Medical Council,Upasna Bali,Falak Shanker,MBBS,2000,SVIMS Tirupati,MS (Ortho),2015,buchzinal@example.net,13-11-1974,25-06-2018,51,26
2009,77083,Andhra Pradesh Medical Council,Ekiya Bhatia,Riya Uppal,MBBS,1992,U.Mysore,MD (Gen. Med.),2020,sankarmeghana@example.org,03-11-1995,19-05-2022,30,34
2023,98281,Andhra Pradesh Medical Council,Azaan Bahri,Nidhi Chakraborty,MBBS,2005,SVIMS Tirupati,MS (Ortho),2017,garawarda@example.org,26-03-1999,16-09-2022,26,21
2017,78085,Andhra Pradesh Medical Council,Omisha Murty,Anvi Sinha,MBBS,1998,SVIMS Tirupati,,,pkunda@example.org,15-02-1982,13-10-2006,43,28
2011,74073,Andhra Pradesh Medical Council,Nitesh Reddy,Vedant Sinha,MBBS,1995,NTR University of Health Sciences,,,ria69@example.net,07-08-1999,28-01-2024,26,31
2022,88707,Andhra Pradesh Medical Council,Karan Subramanian,Vivaan Naik,MBBS,2002,SVIMS Tirupati,MD (Gen. Med.),2016,ekbalchokshi@example.net,02-10-1981,15-10-2013,44,24
2000,44221,Andhra Pradesh Medical Council,Vamakshi Rajagopal,Waida Mandal,MBBS,1983,SVIMS Tirupati,MD (Pediatrics),1991,sarthakzachariah@example.org,30-04-1985,04-09-2016,40,43
2005,76929,Andhra Pradesh Medical Council,Garima Wable,Daksha Aggarwal,MBBS,1986,U.Mysore,MD (Gen. Med.),1997,itiwari@example.org,05-11-1977,21-06-2024,48,40
2019,68366,Andhra Pradesh Medical Council,Charvi Khosla,Girik Boase,MBBS,2002,SVIMS Tirupati,MD (Gen. Med.),2014,ldhar@example.org,06-06-1979,07-06-2023,46,24
2009,97893,Andhra Pradesh Medical Council,Pallavi Mohanty,Diya Bhargava,MBBS,1992,SVIMS Tirupati,MS (Ortho),2017,dakshnair@example.org,02-08-1994,08-11-2018,31,34
2005,55481,Andhra Pradesh Medical Council,Dhriti Parikh,Jeevika Oak,MBBS,1987,SVIMS Tirupati,MD (Pediatrics),2018,triya65@example.org,06-08-1992,23-12-2020,33,39
2023,74217,Andhra Pradesh Medical Council,Jonathan Manne,Wridesh Shetty,MBBS,2007,SVIMS Tirupati,,,dominic04@example.net,12-07-1973,18-10-1996,52,19
2002,86656,Andhra Pradesh Medical Council,Harini Natarajan,Warhi Sachdev,MBBS,1987,U.Mysore,MD (Gen. Med.),2021,gaurav14@example.com,06-05-1973,26-02-2023,52,39
2004,98690,Andhra Pradesh Medical Council,Indrajit Pandey,Faraj Bava,MBBS,1985,U.Mysore,MD (Gen. Med.),2018,tkakar@example.net,09-08-1990,23-02-2020,35,41
2012,84065,Andhra Pradesh Medical Council,Aarini Tandon,Kashvi Kota,MBBS,1992,NTR University of Health Sciences,MS (Ortho),2007,aadinayar@example.org,02-06-1982,10-05-2018,43,34
2008,53095,Andhra Pradesh Medical Council,Idika Prabhakar,Yatan Shanker,MBBS,1991,SVIMS Tirupati,,,ahujaoviya@example.net,24-11-1980,02-12-2006,45,35
2016,61315,Andhra Pradesh Medical Council,Xavier Ganesh,Bahadurjit Dhaliwal,MBBS,1999,NTR University of Health Sciences,MD (Pediatrics),2012,mugdhadube@example.com,05-02-1984,14-07-2015,41,27
2021,58144,Andhra Pradesh Medical Council,Waida Verma,Udarsh Natt,MBBS,2004,NTR University of Health Sciences,MD (Gen. Med.),2013,yashvohra@example.net,01-03-1998,02-09-2021,27,22
2019,48074,Andhra Pradesh Medical Council,Damyanti Dar,Kevin Bhalla,MBBS,1999,NTR University of Health Sciences,MS (Ortho),2011,mekhalatank@example.com,02-10-1972,07-09-2007,53,27
2005,58629,Andhra Pradesh Medical Council,Michael Bhat,Falak Mitra,MBBS,1990,SVIMS Tirupati,MD (Gen. Med.),2010,tanejavasana@example.net,15-01-1974,05-08-2011,52,36
2020,96644,Andhra Pradesh Medical Council,Unni Kumer,Rajeshri Salvi,MBBS,2003,NTR University of Health Sciences,MS (Ortho),2013,ranbir60@example.com,13-05-1998,07-02-2021,27,23
2000,99675,Andhra Pradesh Medical Council,Ayush Vasa,Alka Brahmbhatt,MBBS,1980,U.Mysore,MD (Pediatrics),1993,anthony44@example.org,20-08-1990,25-11-2025,35,46
2022,90658,Andhra Pradesh Medical Council,Balendra Char,Nilima Sami,MBBS,2006,U.Mysore,,,jwali@example.org,17-05-1973,20-08-2009,52,20
2003,76532,Andhra Pradesh Medical Council,Harsh Jain,Tanveer Sur,MBBS,1988,U.Mysore,MD (Pediatrics),2010,lakshit67@example.net,05-02-1975,27-09-2012,50,38
2015,81899,Andhra Pradesh Medical Council,Chasmum Loyal,Tejas Kata,MBBS,2000,SVIMS Tirupati,MD (Gen. Med.),1999,ayush98@example.net,09-09-1975,11-01-2001,50,26
2005,62361,Andhra Pradesh Medical Council,Saksham Pall,Vanya Naik,MBBS,1989,U.Mysore,MD (Pediatrics),2023,sanaya02@example.org,17-03-2000,29-09-2024,25,37
2023,73359,Andhra Pradesh Medical Council,Warinder Chad,Advay Sankaran,MBBS,2006,NTR University of Health Sciences,MD (Gen. Med.),2002,upadhriti06@example.net,07-08-1978,10-12-2003,47,20
2000,67622,Andhra Pradesh Medical Council,Daksh Khurana,Ekalinga Tripathi,MBBS,1985,NTR University of Health Sciences,MD (Gen. Med.),1995,pallladli@example.org,24-05-1990,19-01-2020,35,41
2007,90698,Andhra Pradesh Medical Council,Ayushman Ramaswamy,Utkarsh Kata,MBBS,1988,NTR University of Health Sciences,,,yashicakumer@example.net,23-04-1975,17-12-2009,50,38
2003,52447,Andhra Pradesh Medical Council,Yashoda Barad,Advika Bhasin,MBBS,1985,SVIMS Tirupati,MD (Pediatrics),1998,uppalvedika@example.net,26-02-1992,21-07-2017,33,41
2012,50975,Andhra Pradesh Medical Council,Chandran Sinha,Viraj Sarin,MBBS,1993,SVIMS Tirupati,MD (Pediatrics),2007,varshagulati@example.net,09-03-1976,02-01-2009,49,33
2021,71891,Andhra Pradesh Medical Council,Naveen Barad,Ekalinga Gara,MBBS,2001,U.Mysore,,,nikita62@example.net,17-05-1981,04-02-2024,44,25
2005,68018,Andhra Pradesh Medical Council,Anusha Reddy,Damyanti Zacharia,MBBS,1990,SVIMS Tirupati,,,mittaltristan@example.org,19-12-1999,26-03-2023,26,36
2019,69210,Andhra Pradesh Medical Council,Maya Tandon,Urishilla Bhardwaj,MBBS,2004,U.Mysore,MS (Ortho),2009,manderjack@example.com,18-11-1978,23-08-2012,47,22
2006,69057,Andhra Pradesh Medical Council,Harinakshi Hans,Arunima Sabharwal,MBBS,1989,U.Mysore,MD (Gen. Med.),2021,kapadiachristopher@example.org,27-11-1977,31-03-2023,48,37
2012,60994,Andhra Pradesh Medical Council,Neel Choudhury,Jeremiah Sastry,MBBS,1996,U.Mysore,MS (Ortho),2014,ekaja57@example.net,08-08-1970,27-04-2015,55,30
2002,94713,Andhra Pradesh Medical Council,Omkaar Upadhyay,Chaitaly Viswanathan,MBBS,1986,NTR University of Health Sciences,MD (Pediatrics),1994,qnaidu@example.com,11-10-1984,19-10-2021,41,40
2003,45613,Andhra Pradesh Medical Council,Rayaan Khare,Ekiya Kanda,MBBS,1985,NTR University of Health Sciences,MS (Ortho),2019,hegdenoah@example.org,13-01-1998,02-10-2020,27,41
2012,66287,Andhra Pradesh Medical Council,Harrison Brar,Zashil Sandhu,MBBS,1993,SVIMS Tirupati,MD (Pediatrics),2006,singhazad@example.net,11-02-1996,25-12-2023,29,33
2010,94223,Andhra Pradesh Medical Council,Yauvani Wali,Krish Hayer,MBBS,1992,NTR University of Health Sciences,MS (Ortho),2005,bahadurjit24@example.com,21-12-1972,20-10-2007,53,34
2008,65154,Andhra Pradesh Medical Council,Balvan Sarraf,Orinder Tella,MBBS,1990,U.Mysore,MD (Gen. Med.),2016,doctorom@example.net,13-01-1981,26-09-2019,45,36
2000,58952,Andhra Pradesh Medical Council,Yashodhara Lata,Bhavna Saini,MBBS,1985,U.Mysore,MD (Pediatrics),2019,niharikakulkarni@example.net,01-05-1997,12-10-2020,28,41
2007,47974,Andhra Pradesh Medical Council,Theodore Sankaran,Umang Bali,MBBS,1990,U.Mysore,MD (Pediatrics),1997,saranshivansh@example.org,07-01-1976,29-10-2011,50,36
2010,44846,Andhra Pradesh Medical Council,Samar Chauhan,Arya Menon,MBBS,1993,U.Mysore,,,awalla@example.com,02-05-1971,16-11-2002,54,33
2014,64087,Andhra Pradesh Medical Council,Isha Tripathi,Sarthak Doshi,MBBS,1996,U.Mysore,MS (Ortho),2005,psastry@example.com,23-04-1995,02-10-2020,30,30
2016,40954,Andhra Pradesh Medical Council,Shivansh Kannan,Aarna Sama,MBBS,1999,U.Mysore,MD (Gen. Med.),2008,vdyal@example.com,29-01-1970,28-05-2003,55,27
2002,85997,Andhra Pradesh Medical Council,Jonathan Wagle,Yashoda Mittal,MBBS,1987,NTR University of Health Sciences,MS (Ortho),1997,gaurangiloyal@example.net,17-10-1996,30-08-2020,29,39
2003,90573,Andhra Pradesh Medical Council,Advika Dass,Farhan Chawla,MBBS,1984,U.Mysore,,,madankamala@example.net,21-06-1975,02-10-2025,50,42
2008,44756,Andhra Pradesh Medical Council,Harrison Sen,Xavier Agarwal,MBBS,1993,NTR University of Health Sciences,,,xchakrabarti@example.net,02-02-1983,21-02-2014,42,33
2021,46331,Andhra Pradesh Medical Council,Upkaar Koshy,Chatresh Dave,MBBS,2003,SVIMS Tirupati,MD (Pediatrics),2007,krishnaavni@example.net,12-09-1976,12-05-2009,49,23
2019,61865,Andhra Pradesh Medical Council,Saanvi Wason,Rayaan Khurana,MBBS,2001,U.Mysore,MD (Gen. Med.),2012,isinha@example.net,02-02-1986,04-06-2021,39,25
2012,40496,Andhra Pradesh Medical Council,Arunima Ghosh,Raksha Venkatesh,MBBS,1994,SVIMS Tirupati,MD (Gen. Med.),2014,jrattan@example.net,09-06-1975,26-01-2017,50,32
2010,79937,Andhra Pradesh Medical Council,Qarin Ray,Charvi Natarajan,MBBS,1995,NTR University of Health Sciences,,,maniavi@example.net,24-11-1974,16-02-2018,51,31
2017,68000,Andhra Pradesh Medical Council,Leela Kade,Rayaan Bhatnagar,MBBS,2001,NTR University of Health Sciences,MS (Ortho),2006,natarajangaurang@example.net,13-04-1970,02-03-2008,55,25
2003,83887,Andhra Pradesh Medical Council,Libni Mann,Raksha Dani,MBBS,1985,U.Mysore,MD (Pediatrics),2015,ayaanshanker@example.com,11-02-1970,15-09-2017,55,41
2023,84326,Andhra Pradesh Medical Council,Sanaya Gera,Lohit Peri,MBBS,2005,U.Mysore,MD (Gen. Med.),2021,cgola@example.com,17-12-1990,18-02-2024,35,21
2015,47534,Andhra Pradesh Medical Council,Onveer Bir,Amol Narain,MBBS,1996,NTR University of Health Sciences,,,tanish39@example.com,30-06-1998,21-11-2022,27,30
2002,96557,Andhra Pradesh Medical Council,Chandani Tak,Aarna Naik,MBBS,1985,SVIMS Tirupati,MD (Gen. Med.),1994,girik29@example.com,06-05-1979,23-07-2025,46,41
2010,48468,Andhra Pradesh Medical Council,Fariq Baral,Ayushman Nori,MBBS,1991,NTR University of Health Sciences,,,madhavidevi@example.net,06-11-1995,23-06-2025,30,35
2004,81290,Andhra Pradesh Medical Council,Zarna Suresh,Onveer Khosla,MBBS,1987,U.Mysore,,,nganesan@example.org,02-04-1992,04-05-2023,33,39
2001,43678,Andhra Pradesh Medical Council,Thomas Sampath,Jonathan Sha,MBBS,1981,NTR University of Health Sciences,,,schaudhry@example.org,17-04-1993,17-01-2017,32,45
2017,43928,Andhra Pradesh Medical Council,Maya Dave,Vincent Patel,MBBS,2000,U.Mysore,,,ayush47@example.net,22-12-1970,28-06-1998,55,26
2022,69124,Andhra Pradesh Medical Council,Gaurangi Sethi,Bahadurjit Patla,MBBS,2007,NTR University of Health Sciences,,,oeshi87@example.com,04-10-1993,07-05-2022,32,19
2021,53312,Andhra Pradesh Medical Council,Avi Mitra,Balendra Tiwari,MBBS,2002,SVIMS Tirupati,MS (Ortho),2016,zaitra63@example.org,03-03-1977,22-06-2022,48,24
2016,94055,Andhra Pradesh Medical Council,Avni Virk,Hitesh Nath,MBBS,2000,SVIMS Tirupati,MD (Pediatrics),2020,eshanaandra@example.net,23-01-1978,17-11-2022,47,26
2014,65574,Andhra Pradesh Medical Council,Mohini Tailor,Alexander Lanka,MBBS,1998,U.Mysore,MS (Ortho),1997,dattayatan@example.net,31-01-1972,21-07-2000,53,28
2023,41588,Andhra Pradesh Medical Council,Megha Raghavan,Faraj Krish,MBBS,2005,U.Mysore,,,jprasad@example.net,18-11-1996,26-02-2023,29,21
2018,83833,Andhra Pradesh Medical Council,Chavvi Sarna,Rajata Saxena,MBBS,2002,NTR University of Health Sciences,MD (Pediatrics),2011,dbrahmbhatt@example.org,10-12-1971,10-07-2003,54,24
2004,43110,Andhra Pradesh Medical Council,Rachit Sarna,Udyati Shroff,MBBS,1986,NTR University of Health Sciences,MD (Pediatrics),2018,wasonhemangini@example.org,10-06-1979,22-12-2020,46,40
2003,49596,Andhra Pradesh Medical Council,Sara Borde,Liam Bahl,MBBS,1987,U.Mysore,MS (Ortho),2008,irout@example.net,05-03-1984,10-10-2009,41,39
2021,66711,Andhra Pradesh Medical Council,Amruta Sengupta,Jatin Nagi,MBBS,2002,SVIMS Tirupati,MD (Gen. Med.),2011,pandyagaurika@example.com,14-02-1997,17-06-2021,28,24
2017,66794,Andhra Pradesh Medical Council,Lajita Kulkarni,Wahab Sehgal,MBBS,1999,SVIMS Tirupati,MD (Gen. Med.),2008,tellaoni@example.net,29-03-1990,13-05-2023,35,27
2023,88260,Andhra Pradesh Medical Council,Vamakshi Dugar,Rushil Kurian,MBBS,2007,NTR University of Health Sciences,MD (Gen. Med.),2015,lalveda@example.org,28-05-1988,10-07-2016,37,19
2016,40424,Andhra Pradesh Medical Council,Fiyaz Chauhan,Frado Raj,MBBS,2000,NTR University of Health Sciences,MD (Pediatrics),2006,rajagopalonkar@example.com,06-07-1991,02-02-2025,34,26
2013,63386,Andhra Pradesh Medical Council,Gauri Bahri,Daniel Sane,MBBS,1995,SVIMS Tirupati,MD (Gen. Med.),2003,cswaminathan@example.com,01-09-1986,08-08-2024,39,31
2004,72027,Andhra Pradesh Medical Council,Sanya Nazareth,Onveer Narasimhan,MBBS,1987,U.Mysore,MD (Gen. Med.),2019,nishavohra@example.net,12-11-1994,28-10-2022,31,39
2019,88486,Andhra Pradesh Medical Council,Yagnesh Raghavan,Nidhi Bhatt,MBBS,2003,SVIMS Tirupati,,,woak@example.net,27-05-1997,05-11-2019,28,23
2022,81192,Andhra Pradesh Medical Council,George Dara,Pranav Halder,MBBS,2007,SVIMS Tirupati,,,zehaan74@example.net,20-10-1991,21-12-2015,34,19
2010,80482,Andhra Pradesh Medical Council,Ishaan Datta,Ojasvi Bhakta,MBBS,1993,SVIMS Tirupati,MD (Gen. Med.),2003,anthony89@example.net,29-03-1980,01-05-2015,45,33
2000,81046,Andhra Pradesh Medical Council,Meera Sethi,Rachit Ganguly,MBBS,1981,U.Mysore,MD (Pediatrics),2020,usarna@example.net,20-12-1996,17-10-2023,29,45
2009,45990,Andhra Pradesh Medical Council,Chakradev Nori,Vanya Viswanathan,MBBS,1994,U.Mysore,,,pratyush73@example.org,26-12-1999,23-07-2022,26,32
2003,74607,Andhra Pradesh Medical Council,Tanay Rajan,Wyatt Sangha,MBBS,1983,U.Mysore,MD (Pediatrics),2014,xborah@example.net,08-03-1989,07-08-2015,36,43
2003,49442,Andhra Pradesh Medical Council,Chanakya Oak,Charvi Sahni,MBBS,1988,SVIMS Tirupati,MD (Gen. Med.),2002,bahadurjitwason@example.com,22-08-1980,08-09-2005,45,38
2012,49056,Andhra Pradesh Medical Council,Bina Vala,Vamakshi Pillai,MBBS,1995,SVIMS Tirupati,MS (Ortho),2007,kabir22@example.org,11-07-1987,08-10-2010,38,31
2002,80126,Andhra Pradesh Medical Council,Abeer Dave,Sneha Konda,MBBS,1982,SVIMS Tirupati,,,daravrishti@example.net,11-12-1982,28-02-2017,43,44
2009,51406,Andhra Pradesh Medical Council,Arunima Randhawa,Tanvi Shere,MBBS,1992,NTR University of Health Sciences,MS (Ortho),1999,kapadiachatura@example.com,14-01-1999,22-02-2024,26,34
2004,52608,Andhra Pradesh Medical Council,Ekta Karnik,Aashi Bandi,MBBS,1984,U.Mysore,,,qushidevi@example.org,28-05-1979,04-01-2012,46,42
2007,80077,Andhra Pradesh Medical Council,Neha Din,Yuvraj Chakraborty,MBBS,1988,NTR University of Health Sciences,MS (Ortho),1998,kadakiatejas@example.org,16-11-1970,30-08-2021,55,38
2014,65745,Andhra Pradesh Medical Council,Rehaan Luthra,Bishakha Sarraf,MBBS,1999,SVIMS Tirupati,,,aarush87@example.net,17-12-1983,21-04-2015,42,27
2016,83624,Andhra Pradesh Medical Council,Mekhala Dhar,Matthew Chaudry,MBBS,2000,NTR University of Health Sciences,MD (Pediatrics),2008,yoshitabhatti@example.com,01-03-1974,23-05-2021,51,26
2008,88686,Andhra Pradesh Medical Council,Thomas Magar,Vivaan Pradhan,MBBS,1991,SVIMS Tirupati,MD (Pediatrics),1999,qbhavsar@example.com,03-03-1998,05-04-2024,27,35
2011,41789,Andhra Pradesh Medical Council,Charvi Guha,Lekha Krishnan,MBBS,1992,U.Mysore,MS (Ortho),2005,ydey@example.com,07-12-1992,14-03-2016,33,34
2017,50598,Andhra Pradesh Medical Council,Nicholas Subramanian,Jairaj Prakash,MBBS,2001,NTR University of Health Sciences,,,xpanchal@example.org,26-05-1970,31-08-1998,55,25
2002,86968,Andhra Pradesh Medical Council,Zayan Choudhary,Ronith Sem,MBBS,1986,SVIMS Tirupati,MD (Gen. Med.),1994,katamaya@example.com,09-04-1973,18-06-2014,52,40
2001,68713,Andhra Pradesh Medical Council,Darpan Mahajan,Teerth Brahmbhatt,MBBS,1986,U.Mysore,MD (Pediatrics),1996,wandra@example.org,15-06-1999,15-06-2021,26,40
2011,89156,Andhra Pradesh Medical Council,Aryan Mall,Luke Khanna,MBBS,1996,SVIMS Tirupati,MD (Pediatrics),2009,anmolsehgal@example.org,19-03-1990,01-06-2012,35,30
2000,41870,Andhra Pradesh Medical Council,Bhavika Nadkarni,Balveer Natt,MBBS,1980,U.Mysore,MD (Pediatrics),1994,mdugar@example.net,18-03-1974,21-08-2011,51,46
2002,44073,Andhra Pradesh Medical Council,Chatura Iyengar,Yoshita Salvi,MBBS,1982,NTR University of Health Sciences,MD (Pediatrics),1997,yashsrinivas@example.org,01-02-1972,16-05-2000,53,44
2002,71117,Andhra Pradesh Medical Council,Hitesh Morar,Harita Goyal,MBBS,1986,NTR University of Health Sciences,MD (Gen. Med.),2014,raaginikulkarni@example.net,07-02-1974,18-11-2016,51,40
2013,71683,Andhra Pradesh Medical Council,Avi Batra,Samaksh Bhakta,MBBS,1994,SVIMS Tirupati,MD (Gen. Med.),2009,nicholas97@example.com,28-06-1984,18-09-2011,41,32
2006,55243,Andhra Pradesh Medical Council,Jasmit Rajan,Sarthak Bhatia,MBBS,1990,NTR University of Health Sciences,,,damyantigokhale@example.org,18-07-1998,20-06-2024,27,36
2011,98138,Andhra Pradesh Medical Council,Charles Lad,Oliver Dani,MBBS,1995,SVIMS Tirupati,MD (Gen. Med.),2004,comarurishilla@example.org,14-08-1977,08-02-2008,48,31
2016,92308,Andhra Pradesh Medical Council,Faqid Luthra,Aryan Dasgupta,MBBS,2001,U.Mysore,,,taklogan@example.net,28-01-1995,08-02-2025,30,25
2013,59109,Andhra Pradesh Medical Council,Ekapad Salvi,Prisha Rout,MBBS,1994,NTR University of Health Sciences,MS (Ortho),2004,gavin59@example.com,29-03-1992,10-04-2018,33,32
2008,91715,Andhra Pradesh Medical Council,Inaya Saxena,Anvi Brahmbhatt,MBBS,1988,SVIMS Tirupati,MS (Ortho),1998,nachiket27@example.org,29-04-1980,17-02-2007,45,38
2013,95387,Andhra Pradesh Medical Council,Bhavya Loyal,Rishi Suri,MBBS,1998,SVIMS Tirupati,MD (Gen. Med.),2005,chaudharitristan@example.org,10-10-1972,17-07-2001,53,28
2012,58273,Andhra Pradesh Medical Council,Widisha Bail,Sathvik Hora,MBBS,1997,U.Mysore,MD (Pediatrics),2008,gangaroy@example.com,14-05-1988,29-07-2010,37,29
2002,58877,Andhra Pradesh Medical Council,Qushi Chandran,Vasatika Loke,MBBS,1987,SVIMS Tirupati,MD (Gen. Med.),1997,brindamohan@example.com,23-08-1972,11-09-2021,53,39
2017,90829,Andhra Pradesh Medical Council,Abdul Venkataraman,Nathan Dayal,MBBS,1999,NTR University of Health Sciences,MD (Pediatrics),2007,pcheema@example.net,18-08-1985,08-07-2022,40,27
2021,75391,Andhra Pradesh Medical Council,Warhi Kaul,Samarth Bora,MBBS,2005,NTR University of Health Sciences,MS (Ortho),2010,tanveer37@example.org,13-05-1987,25-01-2011,38,21
2002,87215,Andhra Pradesh Medical Council,Mohini Lal,Anita Sinha,MBBS,1983,SVIMS Tirupati,MD (Pediatrics),2010,ayushviswanathan@example.org,03-06-1971,27-12-2012,54,43
2020,80801,Andhra Pradesh Medical Council,Ekiya Bhardwaj,Ria Saini,MBBS,2000,SVIMS Tirupati,MS (Ortho),2010,anjali44@example.net,29-09-1996,29-04-2022,29,26
2002,98816,Andhra Pradesh Medical Council,Nandini Yogi,Adweta Yadav,MBBS,1982,NTR University of Health Sciences,MD (Gen. Med.),1992,pallavithakkar@example.com,10-03-1976,10-02-2009,49,44
2012,90799,Andhra Pradesh Medical Council,Jackson Verma,Bimala Loyal,MBBS,1994,SVIMS Tirupati,MS (Ortho),2004,pandeyabhimanyu@example.org,09-07-1981,09-05-2005,44,32
2003,79119,Andhra Pradesh Medical Council,Lohit Narayan,Krisha Varty,MBBS,1984,SVIMS Tirupati,MD (Gen. Med.),1993,samaksh44@example.org,22-04-1983,01-03-2006,42,42
2001,87107,Andhra Pradesh Medical Council,Sudiksha Deo,Lajita Modi,MBBS,1985,NTR University of Health Sciences,MS (Ortho),2001,pmander@example.net,05-12-1974,25-12-2004,51,41
2004,94854,Andhra Pradesh Medical Council,Kamya Wadhwa,Baljiwan Dhar,MBBS,1989,U.Mysore,MD (Gen. Med.),2019,rajanekantika@example.net,01-12-1993,26-08-2021,32,37
2000,42089,Andhra Pradesh Medical Council,Amaira Minhas,Logan Sur,MBBS,1980,NTR University of Health Sciences,MS (Ortho),1995,jchakraborty@example.com,15-02-1999,07-12-2024,26,46
2009,60928,Andhra Pradesh Medical Council,Viraj Borra,Aarnav Venkatesh,MBBS,1994,NTR University of Health Sciences,,,vyanjana41@example.com,27-06-1970,11-09-2003,55,32
